query;docId1;title1;docId2;title2;docId3;title3;docId4;title4;docId5;title5;docId6;title6;docId7;title7;;
ação de manutenção de plano de saúde coletivo;617597643;REsp 1680318 SP;617597648;REsp 1708104 SP;;;;;;;;;;;;
ação de nulidade de registro de marca;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
ação de nulidade de registro de marca. competência;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
ação de nulidade de registro de marca. INPI;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
ação de nulidade de registro de marca. tutela provisória;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
Ação de reparação danos serviços público;861748237;RE 1027633;;;;;;;;;;;;;;
ação de repetição de indébito. mútuo;686349226;REsp 1552434 GO;;;;;;;;;;;;;;
ação de revisãde benefício complementar;607426701;REsp 1370191 RJ;613779818;REsp 1312736/RS;706915852;REsp 1435837/RS;;;;;;;;;;
ação de SUSPENSÃO DO DESCONTO DA CONTRIBUIÇÃO PREVIDENCIÁRIA DE SERVIDOR PÚBLICO estadual APOSENTADO;768158646;RE 594435;;;;;;;;;;;;;;
ação fornecimento de medicamento;574252474;REsp 1657156 RJ;574486596;REsp 1682836/SP;653230965;REsp 1712163/SP;311629411;RE 657718;574250701;REsp 1681690/SP;653236648;REsp 1726563/SP;;;;
ação previdência privada;607426701;REsp 1370191 RJ;706915852;REsp 1435837/RS;613779818;REsp 1312736/RS;;;;;;;;;;
ação revisional de aposentadoria de segurado falecido;1238147976;REsp 1856967 ES;1238147979;REsp 1856969 RJ;1238147973;REsp 1856968 ES;;;;;;;;;;
ação revisional de pensão por morte;1238147976;REsp 1856967 ES;1238147979;REsp 1856969 RJ;1238147973;REsp 1856968 ES;;;;;;;;;;
ação sobre trade dress (conjunto-imagem) dos produtos concorrência desleal ;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
ação sobre trade dress (conjunto-imagem) dos produtos. concorrência desleal. competência;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
Acidente de trabalho atividade de risco;1105639994;RE 828040;1289710920;STJ 351;;;;;;;;;;;;
acidente de trânsito fuga;919834716;RE 971959;;;;;;;;;;;;;;
ações telebrás;607427779;REsp 1651814 SP ;607427775;REsp 1633801 SP;;;;;;;;;;;;
ações telefônicas;607427779;REsp 1651814 SP;607427775;REsp 1633801 SP;;;;;;;;;;;;
ACP associação substituta processual de consumidores;1213618997;REsp 1438263 SP;1213618993;REsp 1362022 SP;N/A;REsp 1361872 SP;;;;;;;;;;
ACP direito do consumidor;1213618997;REsp 1438263 SP;1231349116;RE 1101937;1213618993;REsp 1362022 SP;N/A;REsp 1361872 SP;;;;;;;;
ACP proposta por associação;1213618997;REsp 1438263 SP;1213618993;REsp 1362022 SP;N/A;REsp 1361872 SP;;;;;;;;;;
acumular cargos públicos;861429673;ARE 1246685;;;;;;;;;;;;;;
adequação da renda mensal do benefício aos tetos das ECs 20/1998 e 41/2003;1240171042;REsp 1761874 SC;1240170736;REsp 1751667 RS;1240171043;REsp 1766553 SC;;;;;;;;;;
adequação da renda mensal do benefício. ação individual. prescrição;1240171042;REsp 1761874 SC;1240170736;REsp 1751667 RS;1240171043;REsp 1766553 SC;;;;;;;;;;
adequação do benefício previdenciário. prescrição ;1240171042;REsp 1761874 SC;1240170736;REsp 1751667 RS;1240171043;REsp 1766553 SC;;;;;;;;;;
adicional de risco portuário;1109372083;RE 597124;;;;;;;;;;;;;;
agravo de instrumento por urgência decorrente da inutilidade do julgamento da questão no recurso de apelação;661785892;REsp 1696396 MT;661785891;REsp 1704520 MT;;;;;;;;;;;;
agravo de instrumento. cabimento;661785892;REsp 1696396 MT;1206279597;REsp 1717213/MT;1289710645;STJ 086;1289710680;STJ 118;661785891;REsp 1704520 MT;1206279599;REsp 1707066/MT;;;;
agravo de instrumento. hipótese;661785892;REsp 1696396 MT;1206279597;REsp 1717213/MT;661785891;REsp 1704520 MT;1206279599;REsp 1707066/MT;;;;;;;;
agravo de instrumento. urgência;661785892;REsp 1696396 MT;661785891;REsp 1704520 MT;;;;;;;;;;;;
Ajuizamento de dissídio coletivo de natureza econômica;944868118;RE 1002295;;;;;;;;;;;;;;
alegação de nulidade. art. 40 LEF. Fazenda Pública. requisitos;638023415;REsp 1340553 RS;;;;;;;;;;;;;;
Alíquota zero de IPI e bens essenciais e seletividade;1242300655;RE 606314;;;;;;;;;;;;;;
Alteração da data-base para a concessão de benefícios após a unificação das penas;684033465;REsp 1753512 PR;684033468;REsp 1753509 PR;;;;;;;;;;;;
Alteração de horário de concurso público. Crença religiosa. Direito de igualdade;1192153598;RE 611874;;;;;;;;;;;;;;
alterar nome de logradouro público;862017180;RE 1151237;;;;;;;;;;;;;;
Anulação de exame psicotécnico;861474838;RE 1133146;;;;;;;;;;;;;;
Aplicação de lei nova sobre plano de saúde aos contratos anteriormente firmados;1126752361;RE 948634;;;;;;;;;;;;;;
aplicação de multas DNIT;565539254;REsp 1588969 RS;565539253;REsp 1613733 RS;;;;;;;;;;;;
Aplicação do art. 1º-F da Lei 9.494/97 para juros de mora nas condenações judiciais da Fazenda Pública;551749190;REsp 1495146 MG;558036196;REsp 1492221 PR;558036198;REsp 1495144 RS ;;;;;;;;;;
aplicação do requisito temporal de 05 anos da EC n. 20/98 aos servidores de carreira pública escalonada em classes;1131263828;RE 662423;;;;;;;;;;;;;;
aposentado que continua trabalhando precisa pagar INSS;861476170;ARE 1224327;;;;;;;;;;;;;;
aposentadoria especial. auxílio-doença;859276200;REsp 1759098 RS;859276197;REsp 1723181 RS;;;;;;;;;;;;
aposentadoria especial. tempo de serviço;859276200;REsp 1759098 RS;859276197;REsp 1723181 RS;;;;;;;;;;;;
Aposentadoria híbrida por idade. Tempo de serviço rural;859485767;REsp 1674221 SP;859485760;REsp 1788404 PR;;;;;;;;;;;;
Aposentadoria mista por idade. carência ;859485767;REsp 1674221 SP;859485760;REsp 1788404 PR;;;;;;;;;;;;
Aposentadoria mista por idade. Tempo de serviço rural;859485767;REsp 1674221 SP;859485760;REsp 1788404 PR;;;;;;;;;;;;
Aposentadoria por idade. Tempo de serviço rural. carência;859485767;REsp 1674221 SP;859485760;REsp 1788404 PR;;;;;;;;;;;;
aposentadoria servidor com tempo de serviço rural;574486597;REsp 1682678 SP;576979827;REsp 1682671 SP;574250705;REsp 1682672 SP;574252476;REsp 1682682 SP ;574250702;REsp 1676865 RS ;859485767;REsp 1674221/SP;859485760;REsp 1788404/PR;1289710837;STJ 272
Aposentadoria tempo de serviço especial conversão;932679024;RE 1014286;868167400;RE 1221630;;;;;;;;;;;;
Aposentadoria. Incluir tempo de serviço rural;574486597;REsp 1682678 SP;576979827;REsp 1682671 SP;574250705;REsp 1682672 SP;574252476;REsp 1682682 SP ;574250702;REsp 1676865 RS ;859485767;REsp 1674221/SP;859485760;REsp 1788404/PR;1289710837;STJ 272
aposentadoria. INSS. Data de Entrada do Requerimento (DER);860023359;REsp 1727063 SP;860023352;REsp 1727064 SP;860023353;REsp 1727069 SP ;;;;;;;;;;
aproveitamento de servidor e exigência de nível de escolaridade superior e concurso público e constitucionalidade;1193310547;RE 740008;865626487;RE 642895;;;;;;;;;;;;
Aproveitamento de tempo ficto aposentadoria de ex-combatente;1104617198;RE 683621;;;;;;;;;;;;;;
apuração de falta grave execução penal;861474094;RE 972598;1289711120;STJ 526;;;;;;;;;;;;
ARE 1267879;1190972206;ARE 1267879;;;;;;;;;;;;;;
área de usucapião extraordinária;1205693370;REsp 1667842 SC;1205693369;REsp 1667843 SC;;;;;;;;;;;;
área urbana APP curso d'água tamanho;1205151429;REsp 1770967 SC ;1205151436;REsp 1770808 SC;1205151429;REsp 1770967 SC ;;;;;;;;;;
Art 195, I da Constituição Federal contribuição social terço de férias;1100450514;RE 1072485;;;;;;;;;;;;;;
Art 5º, XXXVI e 60, § 4º, da Constituição federal e Lei municipal 907/1984 ;1129501342;RE 669196;;;;;;;;;;;;;;
art 81 da Lei Complementar nº 35/1979;939963979;RE 1037926;;;;;;;;;;;;;;
art 81 da Lei Complementar nº 35/1979 promoção por antiguidade;939963979;RE 1037926;;;;;;;;;;;;;;
art. 114, I, da CF;1105639031;RE 960429;;;;;;;;;;;;;;
art. 114, I, da CF fase pré-contratual;1105639031;RE 960429;;;;;;;;;;;;;;
Art. 114, III da constituição federal;1163754810;RE 1089282;;;;;;;;;;;;;;
Art. 114, III da constituição federal competência contribuilção sindical servidor estatutário;1163754810;RE 1089282;;;;;;;;;;;;;;
Art. 129, III da CF;1105676204;RE 409356;;;;;;;;;;;;;;
Art. 129, III da Constituição Federal;773748871;RE 643978;;;;;;;;;;;;;;
Art. 129, inciso VI, da CF compartilhamento de dados receita federal;939932584;RE 1055941;;;;;;;;;;;;;;
Art. 129, inciso VI, da CF relatório fiscal;939932584;RE 1055941;;;;;;;;;;;;;;
art. 149, § 2º, I, da Constituição federal;1129501342;RE 669196;;;;;;;;;;;;;;
art. 149, § 2º, III, a e art. 195, I, da CF;1206573208;RE 630898;;;;;;;;;;;;;;
Art. 149, da Constituição Federal;1100294621;RE 878313;;;;;;;;;;;;;;
Art. 15, III, da Constituição Federal;768192392;RE 601182;;;;;;;;;;;;;;
art. 150, § 7º e art. 155, § 2º, VII e VIII da CF;1203240784;RE 598677;;;;;;;;;;;;;;
Art. 150, I da CF e art. 72 do ADCT e § 1º do art. 22 da Lei 8.212/1991;768159236;RE 578846;;;;;;;;;;;;;;
art. 150, VI, a, da Constituição federal ;1105665220;RE 727851;768166437;RE 928902;1207766415;RE 1320054;;;;;;;;;;
art. 155, § 2º, X, a da CF;939942654;RE 754917;;;;;;;;;;;;;;
art. 155, § 2º, X, b, da CF;924418699;RE 748543;;;;;;;;;;;;;;
Art. 157, I, da CF;1218981229;RE 607886;;;;;;;;;;;;;;
art. 16 da Lei 7.347/1985;1231349116;RE 1101937;;;;;;;;;;;;;;
Art. 169, § 1º, da CF;862114345;RE 905357;;;;;;;;;;;;;;
Art. 169, § 1º, da CF dotação orçamentária;862114345;RE 905357;;;;;;;;;;;;;;
Art. 18, § 4º, da CF/88;862114350;RE 1171699;;;;;;;;;;;;;;
art. 185 do CTN. fraude contra a Fazenda Pública. redirecionamento da Execução Fiscal ;860023695;REsp 1201993 SP;1289711014;STJ 435;;;;;;;;;;;;
Art. 19 do ADCT;1105646168;RE 716378;;;;;;;;;;;;;;
art. 196 da CF e medicamentos não aprovados pela ANVISA;311629411;RE 657718;;;;;;;;;;;;;;
Art. 1º da Lei Complementar 110/2001 FGTS;1100294621;RE 878313;;;;;;;;;;;;;;
Art. 1º Lei 4.297/63;1104617198;RE 683621;;;;;;;;;;;;;;
Art. 1º, I, d, da LC nº 64/90;768143098;RE 929670;;;;;;;;;;;;;;
"art. 1º; dos incisos IV, V, IX e X do art. 5º; do caput e do § 6º do art. 37; do art. 87; e do art. 220 a CF";919835587;RE 685493;;;;;;;;;;;;;;
Art. 201, § 4º da CF ;865626482;RE 968414;;;;;;;;;;;;;;
Art. 201, § 4º da CF valor nominal do salário mínimo;865626482;RE 968414;;;;;;;;;;;;;;
Art. 202, I e art. 5, I da CF;1101522997;RE 639138;;;;;;;;;;;;;;
art. 225, 3º da CF prescrição dano ambiental;1105639037;RE 654833;1289711053;STJ 467;;;;;;;;;;;;
art. 23 e 27 da Instrução CVM 308/1999;942884668;RE 902261;;;;;;;;;;;;;;
art. 23 e 27 da Instrução CVM 308/1999  Auditor independente;942884668;RE 902261;;;;;;;;;;;;;;
Art. 27, § 2 da lei 10865/04;1184685733;RE 1043313;;;;;;;;;;;;;;
art. 27, § 2 da lei 10865/04 pis cofins;1184685733;RE 1043313;;;;;;;;;;;;;;
Art. 273, § 1º-B, do CP;1231349114;RE 979962;;;;;;;;;;;;;;
Art. 273, § 1º-B, do CP medicamento sem registro;1231349114;RE 979962;;;;;;;;;;;;;;
art. 29 da Lei nº 8.213/91 - fator previdenciário;868167400;RE 1221630;;;;;;;;;;;;;;
Art. 29, III da Constituição Federal;773748871;RE 643978;;;;;;;;;;;;;;
art. 2º, § 4º, da Lei federal n. 11.738/08 carga horária;1105676205;RE 936790;;;;;;;;;;;;;;
art. 2º, § 6º, VIII, Decreto n. 3.179/99;876548826;REsp 1133965 BA;;;;;;;;;;;;;;
art. 2º, § 6º, VIII, Decreto n. 3.179/99. liberação de veículo. requisitos;876548826;REsp 1133965 BA;;;;;;;;;;;;;;
art. 3, §2o da Lei 7.787/89 e artigos 5, caput e I, 145, §1o, 150, II, 194, V, 195, I e §5o da CF;862213814;RE 599309;;;;;;;;;;;;;;
art. 30, I e II, da Constituição Federal;862281479;RE 839950;;;;;;;;;;;;;;
art. 305 do Código de Trânsito Brasileiro;919834716;RE 971959;;;;;;;;;;;;;;
art. 305 do Código de Trânsito fuga de local de acidente;919834716;RE 971959;;;;;;;;;;;;;;
Art. 366 do CPP e art. 109 do CP;1170062282;RE 600851;;;;;;;;;;;;;;
art. 37, § 5º, da Constituição Federal ressarcimento ao erário improbidade;768161402;RE 852475;;;;;;;;;;;;;;
art. 37, § 6º, da CF;861748237;RE 1027633;;;;;;;;;;;;;;
art. 37, § 6º, da CF agente público;861748237;RE 1027633;;;;;;;;;;;;;;
art. 37, IX da CF;1105648729;RE 1066677;;;;;;;;;;;;;;
art. 37, V, da Constituição atribuições;861474833;RE 1041210;;;;;;;;;;;;;;
art. 37, V, da Constituição número de cargos;861474833;RE 1041210;;;;;;;;;;;;;;
art. 37, X, da Constituição Federal CF - vantagem pecuniária individual VPI;861476172;ARE 1208032;;;;;;;;;;;;;;
art. 37, XVI e XVII, da Constituição Federal;861429673;ARE 1246685;;;;;;;;;;;;;;
art. 37, XVI, da Constituição Federal;861429673;ARE 1246685;;;;;;;;;;;;;;
art. 3º da Emenda Constitucional nº 47/05;861429674;RE 1225330;;;;;;;;;;;;;;
art. 40, §§ 1º e 2º da Lei n. 6.830/80 - LEF;638023415;REsp 1340553 RS;;;;;;;;;;;;;;
art. 40, iii do § 4o da CF conversão de tempo de serviço;932679024;RE 1014286;;;;;;;;;;;;;;
art. 40, iii do § 4o da CF tempo de serviço;932679024;RE 1014286;;;;;;;;;;;;;;
art. 493 do CPC/2015 - Data de Entrada do Requerimento (DER);860023359;REsp 1727063 SP;860023352;REsp 1727064 SP;860023353;REsp 1727069 SP ;;;;;;;;;;
art. 5, caput e do inciso XXXVI, art. 7, XII e XXXIII e art. 60, caput da CF ;919853641;RE 657989;;;;;;;;;;;;;;
art. 5, II c/c art. 146, a da constituição;861892747;RE 1053574;;;;;;;;;;;;;;
Art. 53 da ADCT aposentadoria de ex-combatente;1104617198;RE 683621;;;;;;;;;;;;;;
Art. 54 da Lei 9.784/199 ;860689925;RE 636553;;;;;;;;;;;;;;
Art. 54 da Lei nº 9.784/99;919831613;RE 817338;;;;;;;;;;;;;;
Art. 54 da Lei nº 9.784/99 anulação de ato administrativo após 5 anos;919831613;RE 817338;;;;;;;;;;;;;;
art. 5º da Lei 9.527/97;865397664;RE 594481;;;;;;;;;;;;;;
Art. 5º, VIII, da Constituição Federal;1192153598;RE 611874;;;;;;;;;;;;;;
Art. 5º, XVI, da Constituição Federal;1182593583;RE 806339;;;;;;;;;;;;;;
Art. 5º, XVI, da Constituição Federal aviso prévio reunião;1182593583;RE 806339;;;;;;;;;;;;;;
art. 5º, XXXVI e XL da CF e art. 22, XIV, da LC nº 64/90;768143098;RE 929670;;;;;;;;;;;;;;
Art. 6 e 8 do Decreto 21.981/1932 e art. 5, XIII da CF;1112953068;RE 1263641;;;;;;;;;;;;;;
Art. 73 da Lei 9.430/1996;939905984;RE 917285;;;;;;;;;;;;;;
Art. 73 da Lei 9.430/1996 compensação de débito tributário parcelado;939905984;RE 917285;;;;;;;;;;;;;;
Art. 7º, II, da Lei 10.426/2002;1133136926;RE 606010;;;;;;;;;;;;;;
Art. 927, parágrafo único do CC acidente de trabalho;1105639994;RE 828040;;;;;;;;;;;;;;
art. 93, IX e art. 37, II e V, da CF;1129501342;RE 669196;;;;;;;;;;;;;;
Art. 96 ADCT;862114350;RE 1171699;;;;;;;;;;;;;;
Artigo 109, I, da Constituição;1207059927;RE 678162;;;;;;;;;;;;;;
Artigo 109, I, da Constituição competência interesse da união;1207059927;RE 678162;;;;;;;;;;;;;;
Artigo 13 da Lei Complementar 110/2001;1100294621;RE 878313;;;;;;;;;;;;;;
artigo 42 da Lei 9.430/1996 IR sobre depósito bancário;1207054471;RE 855649;;;;;;;;;;;;;;
artigo 5, I c/c art. 202 da CF;1101522997;RE 639138;;;;;;;;;;;;;;
artigos 102 e 155, § 2º, I da CF e estorno proporcional de crédito de ICMS concedido sem autorização do CONFAZ ;937229088;RE 628075;;;;;;;;;;;;;;
artigos 1o, 2o, 102 e 155, § 2º, I da CF ;937229088;RE 628075;;;;;;;;;;;;;;
"artigos 1º, III; 3º, IV; 5º, I da CF e art. 1.727, §1 do CC/02";1191563664;RE 1045273;;;;;;;;;;;;;;
"artigos 23, XII; 30; 39, caput, 41; 173; e 247 da CF";1131242630;RE 633782;;;;;;;;;;;;;;
Artigos 5 e 71 CF e art. 54 da Lei n. 9.784/1999;860689925;RE 636553;;;;;;;;;;;;;;
artigos 5º, X e XII, e 22, V, da CF;1153843301;ARE 649379;;;;;;;;;;;;;;
arts. 127 e 128 da CF - Ministério Público de Contas;861479652;RE 1178617;;;;;;;;;;;;;;
"arts. 145, § 1º; 150, § 4º e 155, § 2º, I, da CF";1220081534;RE 1003758;;;;;;;;;;;;;;
arts. 145, §1º, e 156, I, §1º da CF ;865637002;RE 666156;;;;;;;;;;;;;;
"arts. 1º, IV; 5º, caput e LIV; 62; 170, caput e 174 da Constituição federal e artigos 55 e 59 da Medida Provisória 2.228-1/2001";1217066360;RE 627432;;;;;;;;;;;;;;
arts. 22, inciso I, 114, inciso IX, e 202, § 2º, da CF - complementação de aposentadoria. lei. agente público. competência ;868167399;RE 1265549;;;;;;;;;;;;;;
arts. 24, § 3º, 146, I e III e 155, III, da Constituição federal;1153356697;RE 1016605;;;;;;;;;;;;;;
arts. 2º, 5º, II, XXXVI, LIV e LV e 97 da Constituição federal e art. 25 da Lei 8.212/1991;1105639996;RE 761263;;;;;;;;;;;;;;
arts. 37, I e II, 102, I e 103, VI, da Constituição federal;865626487;RE 642895;;;;;;;;;;;;;;
"arts. 5º, II; 145, parágrafo único; 146, III, a; 150, I e IV; 153, III; 154, I, e 156, III, da Constituição federal, Decreto-Lei 406/1968, Lei Complementar 56/1987 e na Lei Complementar 116/200s";1105651318;RE 634764;;;;;;;;;;;;;;
associação substituta processual de consumidores;1213618997;REsp 1438263 SP;N/A ;REsp 1361872 SP ;1213618993;REsp 1362022 SP ;;;;;;;;;;
ato administrativo de análise de concessão de benefício previdenciário;919789354;REsp 1648336 RS;919789353;REsp 1644191 RS;;;;;;;;;;;;
Ato doloso lei de improbidade prescrição;768161402;RE 852475;;;;;;;;;;;;;;
audiência de justificação execução penal PAD;861474094;RE 972598;;;;;;;;;;;;;;
Ausência de DCTF multa;1133136926;RE 606010;;;;;;;;;;;;;;
ausência de notificação prévia de pessoa jurídica excluída do Refis e violação ao devido processo legal, contraditório e ampla defesa;1129501342;RE 669196;;;;;;;;;;;;;;
Autotutela da administração pública revisão de ato administrativo inconstitucional prazo decadencial ;919831613;RE 817338;;;;;;;;;;;;;;
Auxílio-acidente início pagamento;1240175085;REsp 1729555 SP ;1240175082;REsp 1786736 SP;;;;;;;;;;;;
Auxílio-acidente. acidente antes da Lei n. 12.873/2013;547629367;REsp 1361410 RS;1289711099;STJ 507;;;;;;;;;;;;
Auxílio-acidente. prescrição;1240175085;REsp 1729555 SP ;1240175082;REsp 1786736 SP;;;;;;;;;;;;
Auxílio-acidente. segurado especial. acidente antes da Lei n. 12.873/2013. inaplicabilidade;547629367;REsp 1361410 RS;;;;;;;;;;;;;;
Auxílio-acidente. segurado especial. acidente antes da Lei n. 12.873/2013. requisitos;547629367;REsp 1361410 RS;;;;;;;;;;;;;;
Auxílio-acidente. segurado especial. acidente ou moléstia antes da Lei n. 12.873/2013;547629367;REsp 1361410 RS;;;;;;;;;;;;;;
Auxílio-acidente. termo inicial dia seguinte ao da cessação do auxílio-doença;1240175085;REsp 1729555 SP ;1240175082;REsp 1786736 SP;;;;;;;;;;;;
Auxílio-acidente. termo inicial. art. 86, § 2º, da Lei 8.213/91;1240175085;REsp 1729555 SP ;1240175082;REsp 1786736 SP;1289711099;STJ 507;;;;;;;;;;
Auxílio-acidente. termo inicial. prescrição quinquenal. Súmula 85/STJ.;1240175085;REsp 1729555 SP ;1240175082;REsp 1786736 SP;;;;;;;;;;;;
base de cálculo da COFINS e do PIS na importação feita no âmbito do sistema FUNDAP;865387342;RE 635443;;;;;;;;;;;;;;
base de cálculo do ISS - materiais empregados na construção civil;919848122;RE 603497;1289710732;STJ 167;311629970;RE 603497;;;;;;;;;;
benefício previdenciário mais vantajoso;685080311;REsp 1631021 PR;685080163;REsp 1612818 PR ;;;;;;;;;;;;
Caixa Econômica Federal Imunidade tributária IPTU;768166437;RE 928902;;;;;;;;;;;;;;
Caixa Econômica terceira interessada seguros de mútuo habitacional SFH;917304217;RE 827996;;;;;;;;;;;;;;
cálculo da renda mensal inicial de benefício complementar;706915852;REsp 1435837 RS;;;;;;;;;;;;;;
Candidato eleito desclassificado por indeferimento de candidatura;865246279;RE 1096029;;;;;;;;;;;;;;
Carga horária educação básica atividade extraclasse;1105676205;RE 936790;;;;;;;;;;;;;;
Cargos em comissão relação de confiança;861474833;RE 1041210;;;;;;;;;;;;;;
cessão de crédito em precatórios ;865478009;RE 631537;;;;;;;;;;;;;;
cessão de crédito em precatórios a terceiros;865478009;RE 631537;;;;;;;;;;;;;;
cláusula comissão de corretagem PMCMV. promessa de compra e venda. requisitos;613222116;REsp 1601149 RS;;;;;;;;;;;;;;
cláusula contratual que transfere ao promitente-comprador a obrigação de pagar a comissão de corretagem nos contratos de promessa de compra e venda do Programa Minha Casa;613222116;REsp 1601149 RS;;;;;;;;;;;;;;
cláusula penal aplicada ao inadimplemento da construtora/incorporadora;859662860;REsp 1614721 DF;859662863;REsp 1631485 DF;;;;;;;;;;;;
cláusula penal moratória pode ser cumulada com indenização por lucros cessantes?;859662865;REsp 1635428 SC;859662866;REsp 1498484 DF;;;;;;;;;;;;
cláusula penal moratória. lucros cessantes. atraso na entrega do imóvel;859662865;REsp 1635428 SC;859662866;REsp 1498484 DF;;;;;;;;;;;;
cláusula penal por atraso na entrega do imóvel ;859662860;REsp 1614721 DF;859662863;REsp 1631485 DF;859662865;REsp 1635428/SC ;859662866;REsp 1498484/DF;;;;;;;;
cobrança antecipada de ICMS pelo estado destinatário. regulamentação por decreto. necessidade de lei complementar ;1203240784;RE 598677;;;;;;;;;;;;;;
Código de Trânsito Brasileiro. DNIT;565539254;REsp 1588969 RS;565539253;REsp 1613733 RS;;;;;;;;;;;;
Código Florestal área urbana App;1207750450;REsp 1799305 PE;1207750448;REsp 1808156 SP;;;;;;;;;;;;
Código Florestal área urbana curso d'água;1205151427;REsp 1770760 SC;1205151436;REsp 1770808 SC;1205151429;REsp 1770967 SC ;;;;;;;;;;
como é calculada a renda mensal inicial do benefício complementar em plano fechado de previdência privada ;706915852;REsp 1435837 RS;;;;;;;;;;;;;;
Compartilhamento de relatório da receita federal com Ministério Público;939932584;RE 1055941;;;;;;;;;;;;;;
Compensação de ofício débitos tributários;939905984;RE 917285;;;;;;;;;;;;;;
Compensação tributária;684002603;REsp 1365095 SP;4124224;REsp 1111164 BA ;875825651;REsp 1715294 SP ;684002607;REsp 1715256 SP;861892735;RE 545796;;;;;;
COMPETÊNCIA - COMPLEMENTAÇÃO DE APOSENTADORIA - INCIDÊNCIA DE CONTRIBUIÇÃO SOCIAL;768158646;RE 594435;;;;;;;;;;;;;;
Competência CVM regulamentação de atividade de auditor independente;942884668;RE 902261;;;;;;;;;;;;;;
competência da Justiça do Trabalho para executar de ofício contribuições sociais previdenciárias;928283274;RE 595326;;;;;;;;;;;;;;
competência DNIT;565539254;REsp 1588969 RS;565539253;REsp 1613733 RS;;;;;;;;;;;;
competência dos tribunais de contas estaduais;865397317;RE 576920;;;;;;;;;;;;;;
Competência julgamento contratação de pessoal fase pré-contratual administração pública;1105639031;RE 960429;;;;;;;;;;;;;;
Competência julgamento controvérsia admissão de pessoal administração pública;1105639031;RE 960429;;;;;;;;;;;;;;
Competência julgamento de demanda sobre contribuição sindical servidor público;1163754810;RE 1089282;;;;;;;;;;;;;;
competência julgamento questões relacionadas a contratação de pessoal regime celetista;1105639031;RE 960429;;;;;;;;;;;;;;
competência para julgar controvérsia entre representante e representada comerciais;945641846;RE 606003;;;;;;;;;;;;;;
competência para legislar sobre regras de postagem para correspondências de cobrança de empresas públicas e privadas;1153843301;ARE 649379;;;;;;;;;;;;;;
Competência para regulamentação de transporte individual de passageiro;768192170;RE 1054110;;;;;;;;;;;;;;
Competência. Perda da graduação. Questão previdenciária;1107684631;RE 601146;;;;;;;;;;;;;;
Competência. Propriedade Intelectual / Industrial. Marca;549586983;REsp 1527232 SP;;;;;;;;;;;;;;
complementação da previdência privada. verbas remuneratórias;613779818;REsp 1312736 RS;1206279598;REsp 1778938/SP;;;;;;;;;;;;
complementação de aposentadoria instituída por lei. agente público;868167399;RE 1265549;;;;;;;;;;;;;;
completar 18 anos cumprindo medida socioeducativa;612119507;REsp 1705149 RJ;612119506;REsp 1717022 RJ;;;;;;;;;;;;
Comprovação de depósitos bancários imposto de renda;1207054471;RE 855649;;;;;;;;;;;;;;
Cômputo do tempo de serviço rural prestado antes da Lei n. 8.213/1991. Estatutário. requisitos;574486597;REsp 1682678 SP;576979827;REsp 1682671 SP;574250705;REsp 1682672 SP;574252476;REsp 1682682 SP ;574250702;REsp 1676865 RS ;;;;;;
Concessão de aposentadoria para ex-combatente com aproveitamento de serviço em tempo de guerra;1104617198;RE 683621;;;;;;;;;;;;;;
concessão do benefício mais vantajoso;685080311;REsp 1631021 PR ;685080163;REsp 1612818/PR;;;;;;;;;;;;
Concurso público exame psicológico anulado;861474838;RE 1133146;;;;;;;;;;;;;;
Concurso público teste de aptidão física candidata gestante;1105671712;RE 1058333;;;;;;;;;;;;;;
concursos públicos. princípio da moralidade administrativa;919837487;RE 560900;;;;;;;;;;;;;;
conflito de interesses - contribuição previdenciária;768158646;RE 594435;;;;;;;;;;;;;;
consignação em pagamento;641240998;REsp 1108058 DF;;;;;;;;;;;;;;
constitucionaldiade de adicional com alíquota diferenciada em  folha desalário. instituições financeiras. previsão anterior à EC 20/98;862213814;RE 599309;;;;;;;;;;;;;;
constitucionalidade da cobrança de IPI e recipientes que acondicionam água mineral;1242300655;RE 606314;;;;;;;;;;;;;;
constitucionalidade da contribuição social exigida do produtor rural sob regime de economia familiar;1105639996;RE 761263;;;;;;;;;;;;;;
constitucionalidade da majoração de alíquota do CONFINS para instituições financeiras;862213813;RE 656089;;;;;;;;;;;;;;
Constitucionalidade das modificações efetuadas na base de cálculo e na alíquota da contribuição ao PIS;768159236;RE 578846;;;;;;;;;;;;;;
constitucionalidade de cargos de comissão criados por lei sem a especificação de atribuições;1129501342;RE 669196;;;;;;;;;;;;;;
constitucionalidade de parte de lei promulgada pelo Poder Executivo antes da manifestação do Poder Legislativo sobre a parte vetada;1131263828;RE 662423;;;;;;;;;;;;;;
constitucionalidade do estorno proporcional de crédito de ICMS não autorizado pelo Conselho Nacional de Política Fazendária;937229088;RE 628075;;;;;;;;;;;;;;
constitucionalidade do exercício de poder de polícia delegado a pessoas jurídicas de direito privado;1131242630;RE 633782;;;;;;;;;;;;;;
consumidores representados por associação em ação civil pública;1213618997;REsp 1438263 SP;N/A ;REsp 1361872 SP ;1213618993;REsp 1362022 SP ;;;;;;;;;;
